"Etat","Date","Population","Crime_Violent"
"North_Dakota",1963,634000,182
"North_Dakota",1964,645000,229
"North_Dakota",1965,652000,223
"North_Dakota",1966,650000,231
"North_Dakota",1967,639000,185
"North_Dakota",1968,625000,173
"North_Dakota",1969,615000,220
"North_Dakota",1970,617761,211
"North_Dakota",1971,625000,238
"North_Dakota",1972,632000,290
"North_Dakota",1973,640000,389
"North_Dakota",1974,637000,319
"North_Dakota",1975,635000,337
"North_Dakota",1976,643000,462
"North_Dakota",1977,653000,438
"North_Dakota",1978,652000,437
"North_Dakota",1979,657000,403
"North_Dakota",1980,652437,352
"North_Dakota",1981,658000,444
"North_Dakota",1982,670000,414
"North_Dakota",1983,680000,365
"North_Dakota",1984,686000,368
"North_Dakota",1985,685000,322
"North_Dakota",1986,679000,348
"North_Dakota",1987,672000,382
"North_Dakota",1988,663000,392
"North_Dakota",1989,660000,417
"North_Dakota",1990,638800,472
"North_Dakota",1991,635000,415
"North_Dakota",1992,636000,530
"North_Dakota",1993,635000,522
"North_Dakota",1994,638000,522
"North_Dakota",1995,641000,556
"North_Dakota",1996,644000,541
"North_Dakota",1997,641000,559
"North_Dakota",1998,638000,570
"North_Dakota",1999,634000,424
"North_Dakota",2000,642200,523
"North_Dakota",2001,634448,505
"North_Dakota",2002,633911,496
"North_Dakota",2003,633400,508
"North_Dakota",2004,636308,558
"North_Dakota",2005,636677,625
"Ohio",1960,9706397,8120
"Ohio",1961,9876000,7986
"Ohio",1962,10097000,8366
"Ohio",1963,10173000,9086
"Ohio",1964,10100000,11582
"Ohio",1965,10245000,12788
"Ohio",1966,10305000,15626
"Ohio",1967,10458000,19344
"Ohio",1968,10591000,21228
"Ohio",1969,10740000,26648
"Ohio",1970,10652017,30279
"Ohio",1971,10778000,32159
"Ohio",1972,10783000,32286
"Ohio",1973,10731000,31304
"Ohio",1974,10737000,39094
"Ohio",1975,10759000,43901
"Ohio",1976,10690000,41553
"Ohio",1977,10701000,43521
"Ohio",1978,10749000,44357
"Ohio",1979,10731000,49092
"Ohio",1980,10766808,53646
"Ohio",1981,10776000,53509
"Ohio",1982,10791000,47126
"Ohio",1983,10746000,42759
"Ohio",1984,10752000,41430
"Ohio",1985,10744000,41000
"Ohio",1986,10752000,45260
"Ohio",1987,10784000,45436
"Ohio",1988,10872000,49144
"Ohio",1989,10907000,51109
"Ohio",1990,10847115,54904
"Ohio",1991,10939000,61460
"Ohio",1992,11016000,57935
"Ohio",1993,11091000,55915
"Ohio",1994,11102000,53930
"Ohio",1995,11151000,53799
"Ohio",1996,11173000,47896
"Ohio",1997,11186000,48706
"Ohio",1998,11209000,40628
"Ohio",1999,11257000,35616
"Ohio",2000,11353140,37935
"Ohio",2001,11373541,40023
"Ohio",2002,11408699,40128
"Ohio",2003,11437680,38185
"Ohio",2004,11450143,38787
"Ohio",2005,11464042,40273
"Oklahoma",1960,2328284,2258
"Oklahoma",1961,2360000,2437
"Oklahoma",1962,2448000,2478
"Oklahoma",1963,2487000,2808
"Oklahoma",1964,2465000,3609
"Oklahoma",1965,2482000,3339
"Oklahoma",1966,2458000,3552
"Oklahoma",1967,2495000,3703
"Oklahoma",1968,2518000,4473
"Oklahoma",1969,2568000,4775
"Oklahoma",1970,2559253,5194
"Oklahoma",1971,2610000,6719
"Oklahoma",1972,2634000,6289
"Oklahoma",1973,2663000,6556
"Oklahoma",1974,2709000,7588
"Oklahoma",1975,2712000,8225
"Oklahoma",1976,2766000,7926
"Oklahoma",1977,2811000,8899
"Oklahoma",1978,2880000,10165
"Oklahoma",1979,2892000,11719
"Oklahoma",1980,3001252,12589
"Oklahoma",1981,3098000,13223
"Oklahoma",1982,3177000,14103
"Oklahoma",1983,3298000,13964
"Oklahoma",1984,3298000,13438
"Oklahoma",1985,3301000,13930
"Oklahoma",1986,3305000,14423
"Oklahoma",1987,3272000,13664
"Oklahoma",1988,3263000,14179
"Oklahoma",1989,3224000,15847
"Oklahoma",1990,3145585,17222
"Oklahoma",1991,3175000,18533
"Oklahoma",1992,3212000,20005
"Oklahoma",1993,3231000,20512
"Oklahoma",1994,3258000,21225
"Oklahoma",1995,3278000,21770
"Oklahoma",1996,3301000,19710
"Oklahoma",1997,3317000,18560
"Oklahoma",1998,3347000,18053
"Oklahoma",1999,3358000,17066
"Oklahoma",2000,3450654,17177
"Oklahoma",2001,3460097,17726
"Oklahoma",2002,3489700,17587
"Oklahoma",2003,3506469,17758
"Oklahoma",2004,3523546,17635
"Oklahoma",2005,3547884,18044
"Oregon",1960,1768687,1232
"Oregon",1961,1799000,1242
"Oregon",1962,1864000,1461
"Oregon",1963,1826000,1393
"Oregon",1964,1871000,2009
"Oregon",1965,1899000,2290
"Oregon",1966,1955000,2470
"Oregon",1967,1999000,3147
"Oregon",1968,2008000,3955
"Oregon",1969,2032000,4527
"Oregon",1970,2091385,5373
"Oregon",1971,2158000,6335
"Oregon",1972,2182000,6494
"Oregon",1973,2225000,6512
"Oregon",1974,2266000,8326
"Oregon",1975,2288000,10034
"Oregon",1976,2329000,10654
"Oregon",1977,2376000,10830
"Oregon",1978,2444000,12278
"Oregon",1979,2527000,13781
"Oregon",1980,2610477,12802
"Oregon",1981,2647000,12671
"Oregon",1982,2649000,12529
"Oregon",1983,2662000,12986
"Oregon",1984,2674000,13533
"Oregon",1985,2687000,14807
"Oregon",1986,2698000,14830
"Oregon",1987,2724000,14697
"Oregon",1988,2741000,14959
"Oregon",1989,2820000,14625
"Oregon",1990,2842321,14405
"Oregon",1991,2922000,14795
"Oregon",1992,2977000,15189
"Oregon",1993,3032000,15254
"Oregon",1994,3086000,16067
"Oregon",1995,3141000,16408
"Oregon",1996,3204000,14837
"Oregon",1997,3243000,14412
"Oregon",1998,3282000,13778
"Oregon",1999,3316000,12432
"Oregon",2000,3421399,12000
"Oregon",2001,3472867,10650
"Oregon",2002,3520355,10298
"Oregon",2003,3564330,10506
"Oregon",2004,3591363,10724
"Oregon",2005,3641056,10444
"Pennsylvania",1960,11319366,11203
"Pennsylvania",1961,11468000,11223
"Pennsylvania",1962,11376000,11856
"Pennsylvania",1963,11424000,12678
"Pennsylvania",1964,11459000,14162
"Pennsylvania",1965,11520000,16384
"Pennsylvania",1966,11582000,15169
"Pennsylvania",1967,11629000,16119
"Pennsylvania",1968,11712000,20710
"Pennsylvania",1969,11803000,22887
"Pennsylvania",1970,11793909,25970
"Pennsylvania",1971,11879000,31917
"Pennsylvania",1972,11926000,33052
"Pennsylvania",1973,11902000,32397
"Pennsylvania",1974,11835000,37281
"Pennsylvania",1975,11827000,38933
"Pennsylvania",1976,11862000,34985
"Pennsylvania",1977,11785000,33328
"Pennsylvania",1978,11750000,35381
"Pennsylvania",1979,11731000,39133
"Pennsylvania",1980,11824220,43032
"Pennsylvania",1981,11864000,44104
"Pennsylvania",1982,11865000,42767
"Pennsylvania",1983,11895000,40782
"Pennsylvania",1984,11901000,38154
"Pennsylvania",1985,11853000,39240
"Pennsylvania",1986,11889000,42629
"Pennsylvania",1987,11936000,44087
"Pennsylvania",1988,12027000,43534
"Pennsylvania",1989,12040000,45586
"Pennsylvania",1990,11881643,51213
"Pennsylvania",1991,11961000,53824
"Pennsylvania",1992,12009000,51276
"Pennsylvania",1993,12048000,50295
"Pennsylvania",1994,12052000,51425
"Pennsylvania",1995,12072000,51586
"Pennsylvania",1996,12056000,57905
"Pennsylvania",1997,12020000,53140
"Pennsylvania",1998,12001000,50470
"Pennsylvania",1999,11994000,50431
"Pennsylvania",2000,12281054,51584
"Pennsylvania",2001,12287150,50432
"Pennsylvania",2002,12328827,49578
"Pennsylvania",2003,12370761,49210
"Pennsylvania",2004,12394471,50998
"Pennsylvania",2005,12429616,52761
"Rhode_Island",1960,859488,316
"Rhode_Island",1961,867000,372
"Rhode_Island",1962,865000,402
"Rhode_Island",1963,885000,500
"Rhode_Island",1964,914000,578
"Rhode_Island",1965,920000,722
"Rhode_Island",1966,898000,849
"Rhode_Island",1967,900000,1156
"Rhode_Island",1968,913000,1254
"Rhode_Island",1969,911000,1594
"Rhode_Island",1970,949723,1944
"Rhode_Island",1971,960000,2129
"Rhode_Island",1972,968000,2424
"Rhode_Island",1973,973000,2749
"Rhode_Island",1974,937000,2651
"Rhode_Island",1975,927000,2802
"Rhode_Island",1976,927000,2779
"Rhode_Island",1977,935000,2820
"Rhode_Island",1978,935000,3255
"Rhode_Island",1979,929000,3485
"Rhode_Island",1980,945835,3864
"Rhode_Island",1981,952000,4205
"Rhode_Island",1982,958000,3849
"Rhode_Island",1983,955000,3392
"Rhode_Island",1984,962000,3220
"Rhode_Island",1985,968000,3355
"Rhode_Island",1986,975000,3271
"Rhode_Island",1987,986000,3547
"Rhode_Island",1988,995000,3947
"Rhode_Island",1989,998000,3772
"Rhode_Island",1990,1003464,4334
"Rhode_Island",1991,1004000,4638
"Rhode_Island",1992,1005000,3965
"Rhode_Island",1993,1000000,4017
"Rhode_Island",1994,997000,3744
"Rhode_Island",1995,990000,3643
"Rhode_Island",1996,990000,3437
"Rhode_Island",1997,987000,3292
"Rhode_Island",1998,988000,3084
"Rhode_Island",1999,991000,2840
"Rhode_Island",2000,1048319,3121
"Rhode_Island",2001,1058920,3278
"Rhode_Island",2002,1068326,3051
"Rhode_Island",2003,1076084,3074
"Rhode_Island",2004,1079916,2673
"Rhode_Island",2005,1076189,2703
"South_Carolina",1960,2382594,3424
"South_Carolina",1961,2407000,3318
"South_Carolina",1962,2436000,3012
"South_Carolina",1963,2483000,4075
"South_Carolina",1964,2555000,4240
"South_Carolina",1965,2542000,4504
"South_Carolina",1966,2586000,5844
"South_Carolina",1967,2599000,6015
"South_Carolina",1968,2692000,5853
"South_Carolina",1969,2692000,6449
"South_Carolina",1970,2590516,7412
"South_Carolina",1971,2627000,8188
"South_Carolina",1972,2665000,10312
"South_Carolina",1973,2726000,10757
"South_Carolina",1974,2784000,12688
"South_Carolina",1975,2818000,14412
"South_Carolina",1976,2848000,17065
"South_Carolina",1977,2876000,18297
"South_Carolina",1978,2918000,18604
"South_Carolina",1979,2932000,19889
"South_Carolina",1980,3064557,20225
"South_Carolina",1981,3166000,20275
"South_Carolina",1982,3203000,23061
"South_Carolina",1983,3264000,20133
"South_Carolina",1984,3300000,20607
"South_Carolina",1985,3347000,21121
"South_Carolina",1986,3378000,22789
"South_Carolina",1987,3425000,22773
"South_Carolina",1988,3493000,25889
"South_Carolina",1989,3512000,28576
"South_Carolina",1990,3486703,34050
"South_Carolina",1991,3560000,34621
"South_Carolina",1992,3603000,34029
"South_Carolina",1993,3643000,37281
"South_Carolina",1994,3664000,37756
"South_Carolina",1995,3673000,36067
"South_Carolina",1996,3699000,36875
"South_Carolina",1997,3760000,37235
"South_Carolina",1998,3836000,34647
"South_Carolina",1999,3886000,32920
"South_Carolina",2000,4012012,33225
"South_Carolina",2001,4063011,29265
"South_Carolina",2002,4103770,33761
"South_Carolina",2003,4148744,33455
"South_Carolina",2004,4197892,33160
"South_Carolina",2005,4255083,32384
"South_Dakota",1960,680514,282
"South_Dakota",1961,690000,245
"South_Dakota",1962,721000,279
"South_Dakota",1963,737000,278
"South_Dakota",1964,715000,408
"South_Dakota",1965,703000,415
"South_Dakota",1966,682000,568
"South_Dakota",1967,674000,586
"South_Dakota",1968,657000,563
"South_Dakota",1969,659000,510
"South_Dakota",1970,666257,616
"South_Dakota",1971,670000,644
"South_Dakota",1972,679000,756
"South_Dakota",1973,685000,869
"South_Dakota",1974,682000,1234
"South_Dakota",1975,683000,1402
"South_Dakota",1976,686000,1277
"South_Dakota",1977,689000,1303
"South_Dakota",1978,690000,1128
"South_Dakota",1979,689000,1096
"South_Dakota",1980,688217,873
"South_Dakota",1981,685000,718
"South_Dakota",1982,691000,684
"South_Dakota",1983,700000,840
"South_Dakota",1984,706000,1041
"South_Dakota",1985,708000,967
"South_Dakota",1986,708000,883
"South_Dakota",1987,709000,849
"South_Dakota",1988,715000,813
"South_Dakota",1989,715000,969
"South_Dakota",1990,696004,1133
"South_Dakota",1991,703000,1281
"South_Dakota",1992,711000,1383
"South_Dakota",1993,715000,1490
"South_Dakota",1994,721000,1641
"South_Dakota",1995,729000,1513
"South_Dakota",1996,732000,1297
"South_Dakota",1997,738000,1457
"South_Dakota",1998,738000,1139
"South_Dakota",1999,733000,1227
"South_Dakota",2000,754844,1259
"South_Dakota",2001,756600,1171
"South_Dakota",2002,760437,1350
"South_Dakota",2003,764905,1329
"South_Dakota",2004,770621,1319
"South_Dakota",2005,775933,1363
"Tennessee",1960,3567089,3250
"Tennessee",1961,3615000,3910
"Tennessee",1962,3634000,3767
"Tennessee",1963,3694000,3777
"Tennessee",1964,3798000,4505
"Tennessee",1965,3845000,5333
"Tennessee",1966,3883000,6145
"Tennessee",1967,3892000,8111
"Tennessee",1968,3976000,8766
"Tennessee",1969,3985000,9235
"Tennessee",1970,3924164,10787
"Tennessee",1971,3990000,12520
"Tennessee",1972,4031000,12858
"Tennessee",1973,4126000,14771
"Tennessee",1974,4129000,15969
"Tennessee",1975,4188000,16627
"Tennessee",1976,4214000,16574
"Tennessee",1977,4299000,16743
"Tennessee",1978,4357000,16671
"Tennessee",1979,4380000,18135
"Tennessee",1980,4545590,20824
"Tennessee",1981,4610000,19019
"Tennessee",1982,4651000,19586
"Tennessee",1983,4685000,18836
"Tennessee",1984,4717000,21010
"Tennessee",1985,4762000,22592
"Tennessee",1986,4803000,25919
"Tennessee",1987,4855000,25900
"Tennessee",1988,4919000,26205
"Tennessee",1989,4940000,27118
"Tennessee",1990,4877185,32698
"Tennessee",1991,4953000,35955
"Tennessee",1992,5024000,37487
"Tennessee",1993,5099000,39047
"Tennessee",1994,5175000,38705
"Tennessee",1995,5256000,40549
"Tennessee",1996,5320000,41175
"Tennessee",1997,5368000,42389
"Tennessee",1998,5431000,38832
"Tennessee",1999,5484000,38111
"Tennessee",2000,5689283,40233
"Tennessee",2001,5740021,42778
"Tennessee",2002,5789796,41562
"Tennessee",2003,5845208,40409
"Tennessee",2004,5893298,41113
"Tennessee",2005,5962959,44891
"Texas",1960,9579677,15428
"Texas",1961,9788000,15441
"Texas",1962,10116000,15516
"Texas",1963,10323000,17511
"Texas",1964,10397000,19769
"Texas",1965,10551000,21029
"Texas",1966,10752000,24382
"Texas",1967,10869000,26749
"Texas",1968,10972000,29646
"Texas",1969,11187000,36707
"Texas",1970,11196000,40897
"Texas",1971,11460000,43089
"Texas",1972,11649000,41285
"Texas",1973,11794000,45458
"Texas",1974,12050000,47008
"Texas",1975,12237000,47803
"Texas",1976,12487000,44422
"Texas",1977,12830000,52309
"Texas",1978,13014000,56650
"Texas",1979,13385000,67988
"Texas",1980,14169829,77978
"Texas",1981,14755000,78560
"Texas",1982,15280000,88178
"Texas",1983,15724000,80546
"Texas",1984,15989000,80737
"Texas",1985,16370000,90030
"Texas",1986,16682000,109925
"Texas",1987,16789000,105961
"Texas",1988,16780000,109499
"Texas",1989,16991000,111889
"Texas",1990,16986510,129343
"Texas",1991,17349000,145743
"Texas",1992,17656000,142369
"Texas",1993,18031000,137419
"Texas",1994,18378000,129838
"Texas",1995,18724000,124303
"Texas",1996,19128000,123270
"Texas",1997,19439000,117126
"Texas",1998,19760000,111566
"Texas",1999,20044000,112306
"Texas",2000,20851820,113653
"Texas",2001,21325018,122155
"Texas",2002,21736925,126018
"Texas",2003,22103374,122246
"Texas",2004,22471549,121554
"Texas",2005,22859968,121091
"Utah",1960,890627,484
"Utah",1961,916000,451
"Utah",1962,967000,554
"Utah",1963,983000,598
"Utah",1964,992000,888
"Utah",1965,990000,886
"Utah",1966,1008000,1148
"Utah",1967,1024000,1194
"Utah",1968,1034000,1201
"Utah",1969,1045000,1460
"Utah",1970,1059273,1459
"Utah",1971,1099000,1689
"Utah",1972,1126000,2063
"Utah",1973,1157000,2412
"Utah",1974,1173000,2517
"Utah",1975,1206000,2795
"Utah",1976,1228000,2709
"Utah",1977,1268000,3043
"Utah",1978,1307000,3552
"Utah",1979,1367000,4158
"Utah",1980,1458729,4425
"Utah",1981,1516000,4527
"Utah",1982,1554000,4440
"Utah",1983,1619000,4144
"Utah",1984,1652000,4035
"Utah",1985,1645000,4398
"Utah",1986,1665000,4441
"Utah",1987,1680000,3861
"Utah",1988,1691000,4110
"Utah",1989,1707000,4417
"Utah",1990,1722850,4892
"Utah",1991,1770000,5077
"Utah",1992,1813000,5267
"Utah",1993,1860000,5599
"Utah",1994,1908000,5810
"Utah",1995,1951000,6415
"Utah",1996,2000000,6638
"Utah",1997,2059000,6878
"Utah",1998,2100000,6599
"Utah",1999,2130000,5869
"Utah",2000,2233169,5711
"Utah",2001,2269789,5314
"Utah",2002,2318789,5488
"Utah",2003,2352119,5889
"Utah",2004,2420708,5647
"Utah",2005,2469585,5612
"Vermont",1960,389881,37
"Vermont",1961,395000,79
"Vermont",1962,390000,57
"Vermont",1963,390000,92
"Vermont",1964,409000,89
"Vermont",1965,397000,89
"Vermont",1966,405000,80
"Vermont",1967,417000,86
"Vermont",1968,422000,157
"Vermont",1969,439000,234
"Vermont",1970,444732,329
"Vermont",1971,458000,333
"Vermont",1972,462000,445
"Vermont",1973,464000,327
"Vermont",1974,470000,353
"Vermont",1975,471000,448
"Vermont",1976,476000,563
"Vermont",1977,483000,722
"Vermont",1978,487000,810
"Vermont",1979,493000,908
"Vermont",1980,511299,914
"Vermont",1981,515000,659
"Vermont",1982,516000,655
"Vermont",1983,525000,696
"Vermont",1984,530000,769
"Vermont",1985,535000,790
"Vermont",1986,541000,807
"Vermont",1987,548000,748
"Vermont",1988,556000,791
"Vermont",1989,567000,753
"Vermont",1990,562758,716
"Vermont",1991,567000,662
"Vermont",1992,570000,624
"Vermont",1993,576000,658
"Vermont",1994,580000,562
"Vermont",1995,585000,692
"Vermont",1996,589000,714
"Vermont",1997,589000,705
"Vermont",1998,591000,628
"Vermont",1999,594000,676
"Vermont",2000,608827,691
"Vermont",2001,613090,644
"Vermont",2002,616408,658
"Vermont",2003,619343,707
"Vermont",2004,621233,713
"Vermont",2005,623050,746
"Virginia",1960,3966949,7286
"Virginia",1961,4059000,7555
"Virginia",1962,4177000,7720
"Virginia",1963,4331000,8259
"Virginia",1964,4378000,10561
"Virginia",1965,4457000,10145
"Virginia",1966,4507000,10399
"Virginia",1967,4536000,10328
"Virginia",1968,4597000,12821
"Virginia",1969,4669000,12433
"Virginia",1970,4648494,14040
"Virginia",1971,4714000,15384
"Virginia",1972,4764000,16483
"Virginia",1973,4811000,16007
"Virginia",1974,4908000,17514
"Virginia",1975,4967000,18917
"Virginia",1976,5032000,15485
"Virginia",1977,5135000,14893
"Virginia",1978,5148000,14743
"Virginia",1979,5197000,15642
"Virginia",1980,5323412,16355
"Virginia",1981,5426000,17456
"Virginia",1982,5491000,16970
"Virginia",1983,5550000,16236
"Virginia",1984,5636000,16660
"Virginia",1985,5706000,16813
"Virginia",1986,5787000,17708
"Virginia",1987,5904000,17414
"Virginia",1988,5996000,17940
"Virginia",1989,6098000,19057
"Virginia",1990,6187358,21694
"Virginia",1991,6286000,23459
"Virginia",1992,6377000,23907
"Virginia",1993,6491000,24160
"Virginia",1994,6552000,23437
"Virginia",1995,6618000,23921
"Virginia",1996,6675000,22782
"Virginia",1997,6734000,23249
"Virginia",1998,6791000,22115
"Virginia",1999,6873000,21626
"Virginia",2000,7078515,19943
"Virginia",2001,7187734,20939
"Virginia",2002,7287829,21256
"Virginia",2003,7365284,20490
"Virginia",2004,7481332,20608
"Virginia",2005,7567465,21400
"Washington",1960,2853214,1616
"Washington",1961,2902000,1687
"Washington",1962,3006000,1913
"Washington",1963,3050000,2034
"Washington",1964,2984000,2761
"Washington",1965,2990000,3081
"Washington",1966,2980000,3673
"Washington",1967,3087000,4754
"Washington",1968,3276000,6970
"Washington",1969,3402000,8243
"Washington",1970,3409169,7546
"Washington",1971,3449000,8155
"Washington",1972,3443000,8627
"Washington",1973,3429000,9309
"Washington",1974,3476000,12036
"Washington",1975,3544000,13851
"Washington",1976,3612000,14036
"Washington",1977,3658000,13714
"Washington",1978,3774000,15296
"Washington",1979,3926000,17064
"Washington",1980,4113331,19098
"Washington",1981,4212000,18839
"Washington",1982,4245000,17251
"Washington",1983,4300000,15986
"Washington",1984,4349000,17676
"Washington",1985,4409000,18757
"Washington",1986,4463000,19505
"Washington",1987,4538000,19945
"Washington",1988,4619000,21543
"Washington",1989,4761000,22460
"Washington",1990,4866692,24410
"Washington",1991,5018000,26224
"Washington",1992,5136000,27454
"Washington",1993,5255000,27040
"Washington",1994,5343000,27317
"Washington",1995,5431000,26300
"Washington",1996,5533000,23857
"Washington",1997,5610000,24724
"Washington",1998,5689000,24380
"Washington",1999,5756000,21716
"Washington",2000,5894121,21788
"Washington",2001,5987973,21258
"Washington",2002,6067060,20964
"Washington",2003,6131298,21272
"Washington",2004,6207046,21330
"Washington",2005,6287759,21745
"West_Virginia",1960,1860421,1200
"West_Virginia",1961,1850000,1167
"West_Virginia",1962,1773000,1146
"West_Virginia",1963,1778000,1185
"West_Virginia",1964,1797000,1359
"West_Virginia",1965,1812000,1413
"West_Virginia",1966,1794000,1613
"West_Virginia",1967,1798000,1744
"West_Virginia",1968,1805000,1959
"West_Virginia",1969,1819000,1766
"West_Virginia",1970,1744237,2158
"West_Virginia",1971,1752000,2311
"West_Virginia",1972,1781000,2299
"West_Virginia",1973,1794000,2219
"West_Virginia",1974,1791000,2460
"West_Virginia",1975,1803000,2915
"West_Virginia",1976,1821000,2761
"West_Virginia",1977,1859000,2832
"West_Virginia",1978,1860000,3120
"West_Virginia",1979,1878000,3156
"West_Virginia",1980,1930787,3547
"West_Virginia",1981,1951000,3410
"West_Virginia",1982,1948000,3405
"West_Virginia",1983,1965000,3375
"West_Virginia",1984,1952000,3283
"West_Virginia",1985,1936000,3214
"West_Virginia",1986,1919000,3156
"West_Virginia",1987,1897000,2605
"West_Virginia",1988,1884000,2476
"West_Virginia",1989,1857000,2724
"West_Virginia",1990,1793477,3036
"West_Virginia",1991,1801000,3440
"West_Virginia",1992,1812000,3833
"West_Virginia",1993,1820000,3793
"West_Virginia",1994,1822000,3931
"West_Virginia",1995,1828000,3842
"West_Virginia",1996,1826000,3836
"West_Virginia",1997,1816000,3971
"West_Virginia",1998,1811000,4503
"West_Virginia",1999,1807000,6336
"West_Virginia",2000,1808344,5723
"West_Virginia",2001,1801916,5035
"West_Virginia",2002,1804884,4221
"West_Virginia",2003,1811440,4627
"West_Virginia",2004,1812548,5110
"West_Virginia",2005,1816856,4957
"Wisconsin",1960,3951777,1261
"Wisconsin",1961,4022000,1268
"Wisconsin",1962,4092000,1174
"Wisconsin",1963,4061000,1312
"Wisconsin",1964,4107000,1762
"Wisconsin",1965,4144000,1911
"Wisconsin",1966,4161000,1984
"Wisconsin",1967,4189000,2948
"Wisconsin",1968,4213000,3400
"Wisconsin",1969,4233000,3411
"Wisconsin",1970,4417933,3792
"Wisconsin",1971,4476000,3957
"Wisconsin",1972,4520000,4358
"Wisconsin",1973,4569000,5273
"Wisconsin",1974,4566000,6411
"Wisconsin",1975,4607000,6992
"Wisconsin",1976,4609000,6345
"Wisconsin",1977,4651000,6117
"Wisconsin",1978,4679000,6184
"Wisconsin",1979,4720000,7839
"Wisconsin",1980,4680917,8546
"Wisconsin",1981,4739000,8904
"Wisconsin",1982,4765000,9077
"Wisconsin",1983,4751000,9070
"Wisconsin",1984,4766000,9367
"Wisconsin",1985,4775000,9880
"Wisconsin",1986,4785000,12339
"Wisconsin",1987,4807000,12014
"Wisconsin",1988,4858000,10414
"Wisconsin",1989,4867000,10834
"Wisconsin",1990,4891769,12948
"Wisconsin",1991,4955000,13723
"Wisconsin",1992,5007000,13806
"Wisconsin",1993,5038000,13321
"Wisconsin",1994,5082000,13748
"Wisconsin",1995,5123000,14399
"Wisconsin",1996,5160000,13039
"Wisconsin",1997,5170000,13988
"Wisconsin",1998,5224000,13009
"Wisconsin",1999,5250000,12908
"Wisconsin",2000,5363675,12700
"Wisconsin",2001,5401906,12486
"Wisconsin",2002,5439692,12238
"Wisconsin",2003,5474290,12104
"Wisconsin",2004,5503533,11548
"Wisconsin",2005,5536201,13371
"Wyoming",1960,330066,362
"Wyoming",1961,338000,288
"Wyoming",1962,365000,156
"Wyoming",1963,337000,213
"Wyoming",1964,343000,285
"Wyoming",1965,340000,257
"Wyoming",1966,329000,273
"Wyoming",1967,315000,294
"Wyoming",1968,315000,278
"Wyoming",1969,320000,286
"Wyoming",1970,332416,376
"Wyoming",1971,340000,532
"Wyoming",1972,345000,511
"Wyoming",1973,353000,763
"Wyoming",1974,359000,519
"Wyoming",1975,374000,764
"Wyoming",1976,390000,851
"Wyoming",1977,406000,978
"Wyoming",1978,424000,1189
"Wyoming",1979,450000,1579
"Wyoming",1980,468954,1841
"Wyoming",1981,492000,2116
"Wyoming",1982,502000,1527
"Wyoming",1983,514000,1219
"Wyoming",1984,511000,1237
"Wyoming",1985,509000,1307
"Wyoming",1986,507000,1486
"Wyoming",1987,490000,1387
"Wyoming",1988,471000,1479
"Wyoming",1989,475000,1227
"Wyoming",1990,453588,1367
"Wyoming",1991,460000,1427
"Wyoming",1992,466000,1489
"Wyoming",1993,470000,1345
"Wyoming",1994,476000,1297
"Wyoming",1995,480000,1220
"Wyoming",1996,481000,1201
"Wyoming",1997,480000,1225
"Wyoming",1998,481000,1191
"Wyoming",1999,480000,1115
"Wyoming",2000,493782,1316
"Wyoming",2001,494423,1272
"Wyoming",2002,498830,1364
"Wyoming",2003,502111,1314
"Wyoming",2004,505887,1163
"Wyoming",2005,509294,1172
